  i   j inwind            r        theta           v_x          v_y           v_z          rho          t_e          t_r
  1  46      0 2.214167e+13 3.285714e+01  8.180983e+09 0.000000e+00  1.298994e+10 5.496608e-13 7.458702e+04 2.594599e+05
  1  47      0 2.214167e+13 3.357143e+01  8.292700e+09 0.000000e+00  1.283856e+10 5.992201e-13 7.441225e+04 2.587845e+05
  1  48      0 2.214167e+13 3.428571e+01  8.392314e+09 0.000000e+00  1.266861e+10 6.493600e-13 7.422492e+04 2.580607e+05
  1  49      0 2.214167e+13 3.500000e+01  8.475824e+09 0.000000e+00  1.247529e+10 7.005400e-13 7.403194e+04 2.573153e+05
  1  50      0 2.214167e+13 3.571429e+01  8.541347e+09 0.000000e+00  1.226167e+10 7.534088e-13 7.384905e+04 2.566091e+05
  1  51      0 2.214167e+13 3.642857e+01  8.591571e+09 0.000000e+00  1.203184e+10 8.070472e-13 7.368434e+04 2.559733e+05
  1  52      0 2.214167e+13 3.714286e+01  8.623988e+09 0.000000e+00  1.178619e+10 8.632802e-13 7.354714e+04 2.554438e+05
  1  53      0 2.214167e+13 3.785714e+01  8.635588e+09 0.000000e+00  1.152483e+10 9.219682e-13 7.341477e+04 2.549330e+05
  1  54      0 2.214167e+13 3.857143e+01  8.627078e+09 0.000000e+00  1.124713e+10 9.812835e-13 7.329662e+04 2.544772e+05
  1  55      0 2.214167e+13 3.928571e+01  8.599939e+09 0.000000e+00  1.095681e+10 1.041535e-12 7.321230e+04 2.541519e+05
  1  56      0 2.214167e+13 4.000000e+01  8.555376e+09 0.000000e+00  1.065625e+10 1.101516e-12 7.316477e+04 2.539686e+05
  1  57      0 2.214167e+13 4.071429e+01  8.498085e+09 0.000000e+00  1.034949e+10 1.159211e-12 7.313843e+04 2.538670e+05
  1  58      0 2.214167e+13 4.142857e+01  8.427036e+09 0.000000e+00  1.003459e+10 1.214924e-12 7.313000e+04 2.538345e+05
  1  59      0 2.214167e+13 4.214286e+01  8.341533e+09 0.000000e+00  9.713399e+09 1.268638e-12 7.313978e+04 2.538722e+05
  1  60      0 2.214167e+13 4.285714e+01  8.241983e+09 0.000000e+00  9.387382e+09 1.320569e-12 7.318252e+04 2.540371e+05
